customer_id,signup_month,activity_month,mrr,plan_tier,region
C00160,2023-04,2023-07,200.0,Pro,LATAM
C00160,2023-04,2023-08,240.0,Pro,LATAM
C00160,2023-04,2023-09,240.0,Pro,LATAM
C00160,2023-04,2023-10,240.0,Pro,LATAM
C00160,2023-04,2023-11,240.0,Pro,LATAM
C00160,2023-04,2023-12,288.0,Pro,LATAM
C00160,2023-04,2024-01,288.0,Pro,LATAM
C00160,2023-04,2024-02,288.0,Pro,LATAM
C00160,2023-04,2024-03,288.0,Pro,LATAM
C00160,2023-04,2024-04,288.0,Pro,LATAM
C00160,2023-04,2024-05,288.0,Pro,LATAM
C00160,2023-04,2024-06,288.0,Pro,LATAM
C00160,2023-04,2024-07,288.0,Pro,LATAM
C00160,2023-04,2024-08,288.0,Pro,LATAM
C00160,2023-04,2024-09,345.6,Pro,LATAM
C00160,2023-04,2024-10,345.6,Pro,LATAM
C00160,2023-04,2024-11,345.6,Pro,LATAM
C00161,2023-04,2023-04,200.0,Pro,EMEA
C00161,2023-04,2023-05,240.0,Pro,EMEA
C00161,2023-04,2023-06,240.0,Pro,EMEA
C00161,2023-04,2023-07,240.0,Pro,EMEA
C00161,2023-04,2023-08,288.0,Pro,EMEA
C00161,2023-04,2023-09,288.0,Pro,EMEA
C00161,2023-04,2023-10,345.6,Pro,EMEA
C00161,2023-04,2023-11,345.6,Pro,EMEA
C00161,2023-04,2023-12,345.6,Pro,EMEA
C00161,2023-04,2024-01,345.6,Pro,EMEA
C00161,2023-04,2024-02,345.6,Pro,EMEA
C00161,2023-04,2024-03,345.6,Pro,EMEA
C00161,2023-04,2024-04,345.6,Pro,EMEA
C00161,2023-04,2024-05,345.6,Pro,EMEA
C00161,2023-04,2024-06,345.6,Pro,EMEA
C00161,2023-04,2024-07,345.6,Pro,EMEA
C00161,2023-04,2024-08,414.72,Pro,EMEA
C00161,2023-04,2024-09,414.72,Pro,EMEA
C00162,2023-04,2023-04,50.0,Starter,NA
C00162,2023-04,2023-05,50.0,Starter,NA
C00162,2023-04,2023-06,50.0,Starter,NA
C00162,2023-04,2023-07,50.0,Starter,NA
C00162,2023-04,2023-08,50.0,Starter,NA
C00162,2023-04,2023-09,50.0,Starter,NA
C00162,2023-04,2023-10,50.0,Starter,NA
C00162,2023-04,2023-11,50.0,Starter,NA
C00162,2023-04,2023-12,50.0,Starter,NA
C00162,2023-04,2024-01,50.0,Starter,NA
C00162,2023-04,2024-02,50.0,Starter,NA
C00162,2023-04,2024-03,60.0,Starter,NA
C00162,2023-04,2024-04,51.0,Starter,NA
C00162,2023-04,2024-05,51.0,Starter,NA
C00162,2023-04,2024-06,61.2,Starter,NA
C00162,2023-04,2024-07,61.2,Starter,NA
C00162,2023-04,2024-08,61.2,Starter,NA
C00162,2023-04,2024-09,61.2,Starter,NA
C00162,2023-04,2024-10,73.44,Starter,NA
C00162,2023-04,2024-11,88.13,Starter,NA
C00162,2023-04,2024-12,88.13,Starter,NA
C00163,2023-04,2023-04,800.0,Enterprise,APAC
C00163,2023-04,2023-05,800.0,Enterprise,APAC
C00163,2023-04,2023-06,800.0,Enterprise,APAC
C00163,2023-04,2023-07,800.0,Enterprise,APAC
C00163,2023-04,2023-08,680.0,Enterprise,APAC
C00163,2023-04,2023-09,680.0,Enterprise,APAC
C00163,2023-04,2023-10,816.0,Enterprise,APAC
C00163,2023-04,2023-11,979.2,Enterprise,APAC
C00163,2023-04,2023-12,979.2,Enterprise,APAC
C00163,2023-04,2024-01,979.2,Enterprise,APAC
C00163,2023-04,2024-02,979.2,Enterprise,APAC
C00163,2023-04,2024-03,979.2,Enterprise,APAC
C00163,2023-04,2024-04,979.2,Enterprise,APAC
C00163,2023-04,2024-05,979.2,Enterprise,APAC
C00163,2023-04,2024-06,979.2,Enterprise,APAC
C00163,2023-04,2024-07,979.2,Enterprise,APAC
C00163,2023-04,2024-08,979.2,Enterprise,APAC
C00163,2023-04,2024-09,979.2,Enterprise,APAC
C00163,2023-04,2024-10,979.2,Enterprise,APAC
C00163,2023-04,2024-11,1175.04,Enterprise,APAC
C00163,2023-04,2024-12,1175.04,Enterprise,APAC
C00164,2023-04,2023-04,50.0,Starter,NA
C00164,2023-04,2023-05,50.0,Starter,NA
C00164,2023-04,2023-06,50.0,Starter,NA
C00164,2023-04,2023-07,50.0,Starter,NA
C00164,2023-04,2023-08,60.0,Starter,NA
C00164,2023-04,2023-09,60.0,Starter,NA
C00164,2023-04,2023-10,60.0,Starter,NA
C00164,2023-04,2023-11,60.0,Starter,NA
C00164,2023-04,2023-12,60.0,Starter,NA
C00164,2023-04,2024-01,60.0,Starter,NA
C00164,2023-04,2024-02,60.0,Starter,NA
C00164,2023-04,2024-03,60.0,Starter,NA
C00164,2023-04,2024-04,72.0,Starter,NA
C00164,2023-04,2024-05,72.0,Starter,NA
C00164,2023-04,2024-06,86.4,Starter,NA
C00164,2023-04,2024-07,86.4,Starter,NA
C00164,2023-04,2024-08,86.4,Starter,NA
C00164,2023-04,2024-09,86.4,Starter,NA
C00164,2023-04,2024-10,86.4,Starter,NA
C00164,2023-04,2024-11,86.4,Starter,NA
C00164,2023-04,2024-12,86.4,Starter,NA
C00165,2023-04,2023-04,200.0,Pro,EMEA
C00165,2023-04,2023-05,200.0,Pro,EMEA
C00165,2023-04,2023-06,200.0,Pro,EMEA
C00165,2023-04,2023-07,200.0,Pro,EMEA
C00165,2023-04,2023-08,200.0,Pro,EMEA
C00165,2023-04,2023-09,200.0,Pro,EMEA
C00165,2023-04,2023-10,200.0,Pro,EMEA
C00165,2023-04,2023-11,200.0,Pro,EMEA
C00165,2023-04,2023-12,240.0,Pro,EMEA
C00165,2023-04,2024-01,240.0,Pro,EMEA
C00165,2023-04,2024-02,240.0,Pro,EMEA
C00165,2023-04,2024-03,204.0,Pro,EMEA
C00165,2023-04,2024-04,204.0,Pro,EMEA
C00165,2023-04,2024-05,204.0,Pro,EMEA
C00165,2023-04,2024-06,244.8,Pro,EMEA
C00165,2023-04,2024-07,293.76,Pro,EMEA
C00165,2023-04,2024-08,293.76,Pro,EMEA
C00165,2023-04,2024-09,293.76,Pro,EMEA
C00165,2023-04,2024-10,293.76,Pro,EMEA
C00165,2023-04,2024-11,293.76,Pro,EMEA
C00165,2023-04,2024-12,352.51,Pro,EMEA
C00166,2023-04,2023-04,50.0,Starter,NA
C00166,2023-04,2023-05,50.0,Starter,NA
C00166,2023-04,2023-06,50.0,Starter,NA
C00166,2023-04,2023-07,50.0,Starter,NA
C00166,2023-04,2023-08,42.5,Starter,NA
C00166,2023-04,2023-09,42.5,Starter,NA
C00166,2023-04,2023-10,42.5,Starter,NA
C00167,2023-04,2023-04,50.0,Starter,NA
C00167,2023-04,2023-05,50.0,Starter,NA
C00167,2023-04,2023-06,50.0,Starter,NA
C00167,2023-04,2023-07,50.0,Starter,NA
C00167,2023-04,2023-08,50.0,Starter,NA
C00167,2023-04,2023-09,50.0,Starter,NA
C00167,2023-04,2023-10,50.0,Starter,NA
C00167,2023-04,2023-11,60.0,Starter,NA
C00167,2023-04,2023-12,60.0,Starter,NA
C00167,2023-04,2024-01,72.0,Starter,NA
C00167,2023-04,2024-02,86.4,Starter,NA
C00167,2023-04,2024-03,86.4,Starter,NA
C00167,2023-04,2024-04,86.4,Starter,NA
C00167,2023-04,2024-05,86.4,Starter,NA
C00167,2023-04,2024-06,86.4,Starter,NA
C00167,2023-04,2024-07,86.4,Starter,NA
C00167,2023-04,2024-08,86.4,Starter,NA
C00167,2023-04,2024-09,86.4,Starter,NA
C00167,2023-04,2024-10,86.4,Starter,NA
C00167,2023-04,2024-11,86.4,Starter,NA
C00167,2023-04,2024-12,103.68,Starter,NA
C00168,2023-04,2023-04,200.0,Pro,EMEA
C00168,2023-04,2023-05,200.0,Pro,EMEA
C00169,2023-04,2023-04,50.0,Starter,APAC
C00169,2023-04,2023-05,50.0,Starter,APAC
C00169,2023-04,2023-06,50.0,Starter,APAC
C00169,2023-04,2023-07,60.0,Starter,APAC
C00169,2023-04,2023-08,72.0,Starter,APAC
C00169,2023-04,2023-09,72.0,Starter,APAC
C00169,2023-04,2023-10,72.0,Starter,APAC
C00169,2023-04,2023-11,72.0,Starter,APAC
C00169,2023-04,2023-12,72.0,Starter,APAC
C00169,2023-04,2024-01,86.4,Starter,APAC
C00169,2023-04,2024-02,86.4,Starter,APAC
C00169,2023-04,2024-03,103.68,Starter,APAC
C00169,2023-04,2024-04,103.68,Starter,APAC
C00169,2023-04,2024-05,124.42,Starter,APAC
C00169,2023-04,2024-06,124.42,Starter,APAC
C00169,2023-04,2024-07,124.42,Starter,APAC
C00169,2023-04,2024-08,124.42,Starter,APAC
C00169,2023-04,2024-09,124.42,Starter,APAC
C00169,2023-04,2024-10,124.42,Starter,APAC
C00169,2023-04,2024-11,124.42,Starter,APAC
C00169,2023-04,2024-12,124.42,Starter,APAC
C00170,2023-04,2023-04,50.0,Starter,EMEA
C00170,2023-04,2023-05,50.0,Starter,EMEA
C00170,2023-04,2023-06,50.0,Starter,EMEA
C00170,2023-04,2023-07,60.0,Starter,EMEA
C00170,2023-04,2023-08,60.0,Starter,EMEA
C00170,2023-04,2023-09,72.0,Starter,EMEA
C00170,2023-04,2023-10,72.0,Starter,EMEA
C00171,2023-04,2023-04,50.0,Starter,EMEA
C00171,2023-04,2023-05,50.0,Starter,EMEA
C00171,2023-04,2023-06,50.0,Starter,EMEA
C00171,2023-04,2023-07,50.0,Starter,EMEA
C00171,2023-04,2023-08,50.0,Starter,EMEA
C00171,2023-04,2023-09,50.0,Starter,EMEA
C00171,2023-04,2023-10,50.0,Starter,EMEA
C00171,2023-04,2023-11,50.0,Starter,EMEA
C00171,2023-04,2023-12,60.0,Starter,EMEA
C00171,2023-04,2024-01,60.0,Starter,EMEA
C00171,2023-04,2024-02,60.0,Starter,EMEA
C00171,2023-04,2024-03,60.0,Starter,EMEA
C00171,2023-04,2024-04,72.0,Starter,EMEA
C00171,2023-04,2024-05,72.0,Starter,EMEA
C00171,2023-04,2024-06,86.4,Starter,EMEA
C00171,2023-04,2024-07,86.4,Starter,EMEA
C00171,2023-04,2024-08,86.4,Starter,EMEA
C00171,2023-04,2024-09,86.4,Starter,EMEA
C00171,2023-04,2024-10,86.4,Starter,EMEA
C00171,2023-04,2024-11,86.4,Starter,EMEA
C00171,2023-04,2024-12,86.4,Starter,EMEA
C00172,2023-04,2023-04,50.0,Starter,EMEA
C00172,2023-04,2023-05,50.0,Starter,EMEA
C00172,2023-04,2023-06,50.0,Starter,EMEA
C00172,2023-04,2023-07,60.0,Starter,EMEA
C00172,2023-04,2023-08,72.0,Starter,EMEA
C00172,2023-04,2023-09,86.4,Starter,EMEA
C00172,2023-04,2023-10,86.4,Starter,EMEA
C00172,2023-04,2023-11,86.4,Starter,EMEA
C00172,2023-04,2023-12,103.68,Starter,EMEA
C00172,2023-04,2024-01,103.68,Starter,EMEA
C00172,2023-04,2024-02,124.42,Starter,EMEA
C00172,2023-04,2024-03,124.42,Starter,EMEA
C00172,2023-04,2024-04,124.42,Starter,EMEA
C00172,2023-04,2024-05,149.3,Starter,EMEA
C00173,2023-04,2023-04,800.0,Enterprise,APAC
C00173,2023-04,2023-05,800.0,Enterprise,APAC
C00173,2023-04,2023-06,800.0,Enterprise,APAC
C00173,2023-04,2023-07,960.0,Enterprise,APAC
C00173,2023-04,2023-08,960.0,Enterprise,APAC
C00173,2023-04,2023-09,960.0,Enterprise,APAC
C00173,2023-04,2023-10,1152.0,Enterprise,APAC
C00173,2023-04,2023-11,1152.0,Enterprise,APAC
C00173,2023-04,2023-12,1152.0,Enterprise,APAC
C00173,2023-04,2024-01,1152.0,Enterprise,APAC
C00173,2023-04,2024-02,1382.4,Enterprise,APAC
C00173,2023-04,2024-03,1382.4,Enterprise,APAC
C00173,2023-04,2024-04,1382.4,Enterprise,APAC
C00173,2023-04,2024-05,1382.4,Enterprise,APAC
C00173,2023-04,2024-06,1382.4,Enterprise,APAC
C00173,2023-04,2024-07,1382.4,Enterprise,APAC
C00173,2023-04,2024-08,1382.4,Enterprise,APAC
C00173,2023-04,2024-09,1658.88,Enterprise,APAC
C00173,2023-04,2024-10,1990.66,Enterprise,APAC
C00174,2023-04,2023-04,50.0,Starter,APAC
C00174,2023-04,2023-05,50.0,Starter,APAC
C00174,2023-04,2023-06,60.0,Starter,APAC
C00174,2023-04,2023-07,51.0,Starter,APAC
C00174,2023-04,2023-08,51.0,Starter,APAC
C00174,2023-04,2023-09,61.2,Starter,APAC
C00174,2023-04,2023-10,61.2,Starter,APAC
C00174,2023-04,2023-11,61.2,Starter,APAC
C00174,2023-04,2023-12,73.44,Starter,APAC
C00174,2023-04,2024-01,73.44,Starter,APAC
C00174,2023-04,2024-02,73.44,Starter,APAC
C00174,2023-04,2024-03,88.13,Starter,APAC
C00174,2023-04,2024-04,88.13,Starter,APAC
C00174,2023-04,2024-05,88.13,Starter,APAC
C00174,2023-04,2024-06,88.13,Starter,APAC
C00174,2023-04,2024-07,88.13,Starter,APAC
C00174,2023-04,2024-08,88.13,Starter,APAC
C00174,2023-04,2024-09,88.13,Starter,APAC
C00174,2023-04,2024-10,105.75,Starter,APAC
C00174,2023-04,2024-11,105.75,Starter,APAC
C00174,2023-04,2024-12,105.75,Starter,APAC
C00175,2023-04,2023-04,50.0,Starter,APAC
C00176,2023-04,2023-04,50.0,Starter,NA
C00176,2023-04,2023-05,50.0,Starter,NA
C00176,2023-04,2023-06,50.0,Starter,NA
C00176,2023-04,2023-07,60.0,Starter,NA
C00176,2023-04,2023-08,72.0,Starter,NA
C00176,2023-04,2023-09,72.0,Starter,NA
C00176,2023-04,2023-10,72.0,Starter,NA
C00176,2023-04,2023-11,72.0,Starter,NA
C00176,2023-04,2023-12,61.2,Starter,NA
C00176,2023-04,2024-01,61.2,Starter,NA
C00176,2023-04,2024-02,73.44,Starter,NA
C00176,2023-04,2024-03,73.44,Starter,NA
C00176,2023-04,2024-04,73.44,Starter,NA
C00176,2023-04,2024-05,73.44,Starter,NA
C00176,2023-04,2024-06,73.44,Starter,NA
C00176,2023-04,2024-07,73.44,Starter,NA
C00176,2023-04,2024-08,73.44,Starter,NA
C00176,2023-04,2024-09,88.13,Starter,NA
C00176,2023-04,2024-10,105.75,Starter,NA
C00177,2023-04,2023-04,800.0,Enterprise,EMEA
C00177,2023-04,2023-05,800.0,Enterprise,EMEA
C00177,2023-04,2023-06,800.0,Enterprise,EMEA
C00177,2023-04,2023-07,800.0,Enterprise,EMEA
C00177,2023-04,2023-08,800.0,Enterprise,EMEA
C00177,2023-04,2023-09,800.0,Enterprise,EMEA
C00177,2023-04,2023-10,800.0,Enterprise,EMEA
C00177,2023-04,2023-11,800.0,Enterprise,EMEA
C00177,2023-04,2023-12,800.0,Enterprise,EMEA
C00177,2023-04,2024-01,800.0,Enterprise,EMEA
C00177,2023-04,2024-02,960.0,Enterprise,EMEA
C00177,2023-04,2024-03,960.0,Enterprise,EMEA
C00177,2023-04,2024-04,816.0,Enterprise,EMEA
C00177,2023-04,2024-05,816.0,Enterprise,EMEA
C00177,2023-04,2024-06,816.0,Enterprise,EMEA
C00177,2023-04,2024-07,816.0,Enterprise,EMEA
C00177,2023-04,2024-08,693.6,Enterprise,EMEA
C00177,2023-04,2024-09,832.32,Enterprise,EMEA
C00177,2023-04,2024-10,832.32,Enterprise,EMEA
C00177,2023-04,2024-11,832.32,Enterprise,EMEA
C00177,2023-04,2024-12,832.32,Enterprise,EMEA
C00178,2023-04,2023-04,50.0,Starter,NA
C00178,2023-04,2023-05,50.0,Starter,NA
C00178,2023-04,2023-06,60.0,Starter,NA
C00178,2023-04,2023-07,72.0,Starter,NA
C00178,2023-04,2023-08,72.0,Starter,NA
C00178,2023-04,2023-09,72.0,Starter,NA
C00178,2023-04,2023-10,72.0,Starter,NA
C00178,2023-04,2023-11,61.2,Starter,NA
C00178,2023-04,2023-12,61.2,Starter,NA
C00178,2023-04,2024-01,61.2,Starter,NA
C00178,2023-04,2024-02,61.2,Starter,NA
C00178,2023-04,2024-03,61.2,Starter,NA
C00178,2023-04,2024-04,61.2,Starter,NA
C00178,2023-04,2024-05,61.2,Starter,NA
C00178,2023-04,2024-06,61.2,Starter,NA
C00178,2023-04,2024-07,61.2,Starter,NA
C00178,2023-04,2024-08,61.2,Starter,NA
C00178,2023-04,2024-09,61.2,Starter,NA
C00178,2023-04,2024-10,61.2,Starter,NA
C00178,2023-04,2024-11,73.44,Starter,NA
C00178,2023-04,2024-12,88.13,Starter,NA
C00179,2023-04,2023-04,800.0,Enterprise,EMEA
C00179,2023-04,2023-05,800.0,Enterprise,EMEA
C00179,2023-04,2023-06,800.0,Enterprise,EMEA
C00179,2023-04,2023-07,800.0,Enterprise,EMEA
C00179,2023-04,2023-08,800.0,Enterprise,EMEA
C00179,2023-04,2023-09,800.0,Enterprise,EMEA
C00179,2023-04,2023-10,800.0,Enterprise,EMEA
C00179,2023-04,2023-11,960.0,Enterprise,EMEA
C00179,2023-04,2023-12,960.0,Enterprise,EMEA
C00179,2023-04,2024-01,1152.0,Enterprise,EMEA
C00179,2023-04,2024-02,1382.4,Enterprise,EMEA
C00179,2023-04,2024-03,1382.4,Enterprise,EMEA
C00179,2023-04,2024-04,1382.4,Enterprise,EMEA
C00179,2023-04,2024-05,1658.88,Enterprise,EMEA
C00179,2023-04,2024-06,1410.05,Enterprise,EMEA
C00179,2023-04,2024-07,1410.05,Enterprise,EMEA
C00179,2023-04,2024-08,1410.05,Enterprise,EMEA
C00179,2023-04,2024-09,1410.05,Enterprise,EMEA
C00179,2023-04,2024-10,1410.05,Enterprise,EMEA
C00179,2023-04,2024-11,1410.05,Enterprise,EMEA
C00179,2023-04,2024-12,1410.05,Enterprise,EMEA
C00180,2023-04,2023-04,800.0,Enterprise,LATAM
C00180,2023-04,2023-05,960.0,Enterprise,LATAM
C00180,2023-04,2023-06,960.0,Enterprise,LATAM
C00180,2023-04,2023-07,960.0,Enterprise,LATAM
C00180,2023-04,2023-08,816.0,Enterprise,LATAM
C00180,2023-04,2023-09,816.0,Enterprise,LATAM
C00180,2023-04,2023-10,816.0,Enterprise,LATAM
C00180,2023-04,2023-11,816.0,Enterprise,LATAM
C00180,2023-04,2023-12,816.0,Enterprise,LATAM
C00180,2023-04,2024-01,979.2,Enterprise,LATAM
C00180,2023-04,2024-02,979.2,Enterprise,LATAM
C00180,2023-04,2024-03,979.2,Enterprise,LATAM
C00180,2023-04,2024-04,979.2,Enterprise,LATAM
C00180,2023-04,2024-05,979.2,Enterprise,LATAM
C00180,2023-04,2024-06,979.2,Enterprise,LATAM
C00180,2023-04,2024-07,979.2,Enterprise,LATAM
C00180,2023-04,2024-08,979.2,Enterprise,LATAM
C00180,2023-04,2024-09,979.2,Enterprise,LATAM
C00180,2023-04,2024-10,979.2,Enterprise,LATAM
C00180,2023-04,2024-11,979.2,Enterprise,LATAM
C00180,2023-04,2024-12,979.2,Enterprise,LATAM
C00181,2023-04,2023-04,50.0,Starter,NA
C00181,2023-04,2023-05,60.0,Starter,NA
C00181,2023-04,2023-06,60.0,Starter,NA
C00181,2023-04,2023-07,60.0,Starter,NA
C00181,2023-04,2023-08,60.0,Starter,NA
C00181,2023-04,2023-09,60.0,Starter,NA
C00181,2023-04,2023-10,60.0,Starter,NA
C00181,2023-04,2023-11,60.0,Starter,NA
C00181,2023-04,2023-12,60.0,Starter,NA
C00181,2023-04,2024-01,60.0,Starter,NA
C00181,2023-04,2024-02,60.0,Starter,NA
C00181,2023-04,2024-03,60.0,Starter,NA
C00181,2023-04,2024-04,60.0,Starter,NA
C00181,2023-04,2024-05,60.0,Starter,NA
C00181,2023-04,2024-06,60.0,Starter,NA
C00181,2023-04,2024-07,60.0,Starter,NA
C00181,2023-04,2024-08,60.0,Starter,NA
C00181,2023-04,2024-09,60.0,Starter,NA
C00181,2023-04,2024-10,60.0,Starter,NA
C00181,2023-04,2024-11,60.0,Starter,NA
C00181,2023-04,2024-12,60.0,Starter,NA
C00182,2023-04,2023-04,50.0,Starter,EMEA
C00182,2023-04,2023-05,50.0,Starter,EMEA
C00182,2023-04,2023-06,60.0,Starter,EMEA
C00182,2023-04,2023-07,60.0,Starter,EMEA
C00182,2023-04,2023-08,60.0,Starter,EMEA
C00182,2023-04,2023-09,72.0,Starter,EMEA
C00182,2023-04,2023-10,72.0,Starter,EMEA
C00182,2023-04,2023-11,72.0,Starter,EMEA
C00182,2023-04,2023-12,72.0,Starter,EMEA
C00182,2023-04,2024-01,72.0,Starter,EMEA
C00182,2023-04,2024-02,86.4,Starter,EMEA
C00182,2023-04,2024-03,103.68,Starter,EMEA
C00182,2023-04,2024-04,88.13,Starter,EMEA
C00182,2023-04,2024-05,88.13,Starter,EMEA
C00182,2023-04,2024-06,88.13,Starter,EMEA
C00182,2023-04,2024-07,105.75,Starter,EMEA
C00182,2023-04,2024-08,105.75,Starter,EMEA
C00182,2023-04,2024-09,105.75,Starter,EMEA
C00182,2023-04,2024-10,105.75,Starter,EMEA
C00182,2023-04,2024-11,105.75,Starter,EMEA
C00182,2023-04,2024-12,105.75,Starter,EMEA
C00183,2023-04,2023-04,200.0,Pro,NA
C00184,2023-04,2023-04,50.0,Starter,NA
C00184,2023-04,2023-05,60.0,Starter,NA
C00184,2023-04,2023-06,60.0,Starter,NA
C00184,2023-04,2023-07,60.0,Starter,NA
C00184,2023-04,2023-08,60.0,Starter,NA
C00184,2023-04,2023-09,60.0,Starter,NA
C00184,2023-04,2023-10,60.0,Starter,NA
C00184,2023-04,2023-11,60.0,Starter,NA
C00184,2023-04,2023-12,60.0,Starter,NA
C00184,2023-04,2024-01,72.0,Starter,NA
C00184,2023-04,2024-02,72.0,Starter,NA
C00184,2023-04,2024-03,72.0,Starter,NA
C00184,2023-04,2024-04,72.0,Starter,NA
C00184,2023-04,2024-05,72.0,Starter,NA
C00184,2023-04,2024-06,72.0,Starter,NA
C00184,2023-04,2024-07,72.0,Starter,NA
C00184,2023-04,2024-08,72.0,Starter,NA
C00184,2023-04,2024-09,72.0,Starter,NA
C00184,2023-04,2024-10,72.0,Starter,NA
C00184,2023-04,2024-11,72.0,Starter,NA
C00184,2023-04,2024-12,72.0,Starter,NA
C00185,2023-04,2023-04,50.0,Starter,EMEA
C00185,2023-04,2023-05,50.0,Starter,EMEA
C00185,2023-04,2023-06,60.0,Starter,EMEA
C00185,2023-04,2023-07,60.0,Starter,EMEA
C00185,2023-04,2023-08,60.0,Starter,EMEA
C00185,2023-04,2023-09,60.0,Starter,EMEA
C00185,2023-04,2023-10,60.0,Starter,EMEA
C00185,2023-04,2023-11,60.0,Starter,EMEA
C00185,2023-04,2023-12,60.0,Starter,EMEA
C00186,2023-04,2023-04,800.0,Enterprise,NA
C00186,2023-04,2023-05,800.0,Enterprise,NA
C00186,2023-04,2023-06,800.0,Enterprise,NA
C00187,2023-04,2023-04,50.0,Starter,EMEA
C00187,2023-04,2023-05,50.0,Starter,EMEA
C00187,2023-04,2023-06,50.0,Starter,EMEA
C00187,2023-04,2023-07,50.0,Starter,EMEA
C00187,2023-04,2023-08,60.0,Starter,EMEA
C00187,2023-04,2023-09,72.0,Starter,EMEA
C00187,2023-04,2023-10,72.0,Starter,EMEA
C00187,2023-04,2023-11,86.4,Starter,EMEA
C00187,2023-04,2023-12,86.4,Starter,EMEA
C00187,2023-04,2024-01,86.4,Starter,EMEA
C00187,2023-04,2024-02,86.4,Starter,EMEA
C00187,2023-04,2024-03,86.4,Starter,EMEA
C00187,2023-04,2024-04,86.4,Starter,EMEA
C00187,2023-04,2024-05,73.44,Starter,EMEA
C00187,2023-04,2024-06,73.44,Starter,EMEA
C00187,2023-04,2024-07,88.13,Starter,EMEA
C00187,2023-04,2024-08,105.75,Starter,EMEA
C00187,2023-04,2024-09,105.75,Starter,EMEA
C00187,2023-04,2024-10,126.9,Starter,EMEA
C00187,2023-04,2024-11,152.29,Starter,EMEA
C00187,2023-04,2024-12,152.29,Starter,EMEA
C00188,2023-04,2023-04,200.0,Pro,NA
C00188,2023-04,2023-05,200.0,Pro,NA
C00188,2023-04,2023-06,200.0,Pro,NA
C00188,2023-04,2023-07,200.0,Pro,NA
C00188,2023-04,2023-08,200.0,Pro,NA
C00188,2023-04,2023-09,200.0,Pro,NA
C00188,2023-04,2023-10,240.0,Pro,NA
C00188,2023-04,2023-11,240.0,Pro,NA
C00188,2023-04,2023-12,288.0,Pro,NA
C00188,2023-04,2024-01,288.0,Pro,NA
C00188,2023-04,2024-02,288.0,Pro,NA
C00188,2023-04,2024-03,288.0,Pro,NA
C00188,2023-04,2024-04,288.0,Pro,NA
C00188,2023-04,2024-05,288.0,Pro,NA
C00188,2023-04,2024-06,288.0,Pro,NA
C00188,2023-04,2024-07,288.0,Pro,NA
C00188,2023-04,2024-08,288.0,Pro,NA
C00188,2023-04,2024-09,288.0,Pro,NA
C00188,2023-04,2024-10,288.0,Pro,NA
C00188,2023-04,2024-11,288.0,Pro,NA
C00188,2023-04,2024-12,288.0,Pro,NA
C00189,2023-04,2023-04,50.0,Starter,NA
C00190,2023-04,2023-04,800.0,Enterprise,APAC
C00190,2023-04,2023-05,800.0,Enterprise,APAC
C00190,2023-04,2023-06,800.0,Enterprise,APAC
C00190,2023-04,2023-07,800.0,Enterprise,APAC
C00190,2023-04,2023-08,800.0,Enterprise,APAC
C00190,2023-04,2023-09,960.0,Enterprise,APAC
C00190,2023-04,2023-10,1152.0,Enterprise,APAC
C00190,2023-04,2023-11,1152.0,Enterprise,APAC
C00190,2023-04,2023-12,1152.0,Enterprise,APAC
C00190,2023-04,2024-01,1152.0,Enterprise,APAC
C00190,2023-04,2024-02,1382.4,Enterprise,APAC
C00191,2023-04,2023-04,200.0,Pro,NA
C00191,2023-04,2023-05,240.0,Pro,NA
C00191,2023-04,2023-06,288.0,Pro,NA
C00191,2023-04,2023-07,288.0,Pro,NA
C00191,2023-04,2023-08,288.0,Pro,NA
C00191,2023-04,2023-09,288.0,Pro,NA
C00192,2023-04,2023-04,50.0,Starter,NA
C00192,2023-04,2023-05,50.0,Starter,NA
C00192,2023-04,2023-06,42.5,Starter,NA
C00192,2023-04,2023-07,42.5,Starter,NA
C00192,2023-04,2023-08,42.5,Starter,NA
C00192,2023-04,2023-09,42.5,Starter,NA
C00192,2023-04,2023-10,51.0,Starter,NA
C00192,2023-04,2023-11,51.0,Starter,NA
C00192,2023-04,2023-12,61.2,Starter,NA
C00192,2023-04,2024-01,52.02,Starter,NA
C00192,2023-04,2024-02,52.02,Starter,NA
C00192,2023-04,2024-03,62.42,Starter,NA
C00192,2023-04,2024-04,62.42,Starter,NA
C00192,2023-04,2024-05,62.42,Starter,NA
C00192,2023-04,2024-06,62.42,Starter,NA
C00192,2023-04,2024-07,62.42,Starter,NA
C00192,2023-04,2024-08,62.42,Starter,NA
C00192,2023-04,2024-09,62.42,Starter,NA
C00192,2023-04,2024-10,62.42,Starter,NA
C00192,2023-04,2024-11,74.91,Starter,NA
C00192,2023-04,2024-12,74.91,Starter,NA
C00193,2023-04,2023-04,50.0,Starter,NA
C00193,2023-04,2023-05,50.0,Starter,NA
C00193,2023-04,2023-06,50.0,Starter,NA
C00193,2023-04,2023-07,50.0,Starter,NA
C00193,2023-04,2023-08,50.0,Starter,NA
C00193,2023-04,2023-09,60.0,Starter,NA
C00193,2023-04,2023-10,60.0,Starter,NA
C00193,2023-04,2023-11,60.0,Starter,NA
C00193,2023-04,2023-12,60.0,Starter,NA
C00193,2023-04,2024-01,60.0,Starter,NA
C00193,2023-04,2024-02,60.0,Starter,NA
C00193,2023-04,2024-03,60.0,Starter,NA
C00193,2023-04,2024-04,60.0,Starter,NA
C00193,2023-04,2024-05,60.0,Starter,NA
